"Group","Label","Category","category","likelihood","magnitude","likelihoodSE","magnitudeSE","likelihoodSD","magnitudeSD","mnConf","mntimeframe","likelihoodCV","magnitudeCV","cat_wrap","ylower","yupper","xlower","xupper","confidence","uncertainty","Sector2","focus"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","Develop IMTA and all inclusive permits for species together ",6.2,5.8,0.489897948556636,0.489897948556636,1.09544511501033,1.09544511501033,2.5,2,17.6684695969408,18.8869847415575,"Develop IMTA and all inclusive
permits for species together",5.24469900031456,7.15530099968544,4.84469900031456,6.75530099968544,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","exploratory cultures of new species (warm/introduced species) ",6.4,7.2,0.6,0.734846922834953,1.34164078649987,1.6431676725155,2.83333333333333,1.9,20.9631372890605,22.8217732293819,"exploratory cultures of new
species (warm/introduced
species)",5.23,7.57,5.76704850047184,8.63295149952816,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","grow something else ",7,7.6,0.547722557505166,0.509901951359279,1.22474487139159,1.14017542509914,2.66666666666667,1.9,17.4963553055941,15.0023082249887,"grow something else",5.93194101286493,8.06805898713507,6.60569119484941,8.59430880515059,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","improve genetic ability for existing species to grow in old habitat ",7.4,8.2,0.244948974278318,0.374165738677394,0.547722557505166,0.836660026534076,2.66666666666667,2,7.40165618250224,10.2031710552936,"improve genetic ability for
existing species to grow in
old habitat",6.92234950015728,7.87765049984272,7.47037680957908,8.92962319042092,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","industry conflict mitagation ",5.8,4.2,0.734846922834953,0.860232526704263,1.6431676725155,1.92353840616713,2.16666666666667,1.8,28.3304771123362,45.7985334801699,"industry conflict mitagation",4.36704850047184,7.23295149952816,2.52254657292669,5.87745342707331,2.16666666666667,0.461538461538461,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","land based aquaculture ",4.8,4.2,0.969535971483266,1.28062484748657,2.16794833886788,2.86356421265527,3.16666666666667,1.9,45.1655903930808,68.180100301316,"land based aquaculture",2.90940485560763,6.69059514439237,1.70278154740119,6.69721845259881,3.16666666666667,0.315789473684211,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","need to develop species that are tolerant to wide rangigng conditns ",7,8.4,0.547722557505166,0.244948974278318,1.22474487139159,0.547722557505166,2.66666666666667,1.9,17.4963553055941,6.52050663696626,"need to develop species that
are tolerant to wide rangigng
conditns",5.93194101286493,8.06805898713507,7.92234950015728,8.87765049984272,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","social and economic programs for losses in production areas ",5.6,6.4,0.4,0.979795897113271,0.894427190999916,2.19089023002066,2.33333333333333,1.8,15.9719141249985,34.2326598440729,"social and economic programs
for losses in production areas",4.82,6.38,4.48939800062912,8.31060199937088,2.33333333333333,0.428571428571429,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","spatial planning for easier permit processes with potential legal challenges ",7.2,7,0.2,0.447213595499958,0.447213595499958,1,2.5,2,6.21129993749942,14.2857142857143,"spatial planning for easier
permit processes with
potential legal challenges",6.81,7.59,6.12793348877508,7.87206651122492,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","spatial planning for long term suitability ",7,7.6,0,0.244948974278318,0,0.547722557505166,2.33333333333333,2,0,7.20687575664692,"spatial planning for long term
suitability",7,7,7.12234950015728,8.07765049984272,2.33333333333333,0.428571428571429,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","strong husbandry, cost-effective practices ",7.2,7.8,0.374165738677394,0.58309518948453,0.836660026534076,1.30384048104053,2.5,2,11.6202781463066,16.7159036030837,"strong husbandry, cost-
effective practices",6.47037680957908,7.92962319042092,6.66296438050517,8.93703561949483,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","choose new species ",7.8,7.4,0.2,0.678232998312527,0.447213595499958,1.51657508881031,3,2.1,5.73350763461485,20.4942579568961,"choose new species",7.41,8.19,6.07744565329057,8.72255434670943,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","create a historical record of activites lost to climate change ",8.2,4.2,0.489897948556636,0.734846922834953,1.09544511501033,1.6431676725155,2.5,1.7,13.3590867684187,39.1230398217976,"create a historical record
of activites lost to climate
change",7.24469900031456,9.15530099968544,2.76704850047184,5.63295149952816,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","determine heritability of culture species ",8,5.2,0.447213595499958,1.01980390271856,1,2.28035085019828,2.83333333333333,1.8,12.5,43.8529009653515,"determine heritability of
culture species",7.12793348877508,8.87206651122492,3.21138238969881,7.18861761030119,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","develop genetic breeding programs if possible ",7.6,7.8,0.4,0.58309518948453,0.894427190999916,1.30384048104053,2.83333333333333,1.9,11.7687788289463,16.7159036030837,"develop genetic breeding
programs if possible",6.82,8.38,6.66296438050517,8.93703561949483,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","develop hatcheries ",7.8,7.6,0.58309518948453,0.748331477354788,1.30384048104053,1.67332005306815,3.33333333333333,2,16.7159036030837,22.0173691193178,"develop hatcheries",6.66296438050517,8.93703561949483,6.14075361915816,9.05924638084184,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","government support for relocation of farms and time to make other adaptive changes ",5.6,6.8,0.812403840463596,0.66332495807108,1.81659021245849,1.48323969741913,2.83333333333333,2.2,32.4391109367588,21.8123484914578,"government support for
relocation of farms and time
to make other adaptive changes",4.01581251109599,7.18418748890401,5.50651633176139,8.0934836682386,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","proactive siting/planning to identify resilient farm sites ",7,7.2,0.632455532033676,0.66332495807108,1.4142135623731,1.48323969741913,2.5,1.9,20.2030508910442,20.6005513530435,"proactive siting/planning to
identify resilient farm sites",5.76671171253433,8.23328828746567,5.90651633176139,8.49348366823861,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","reassess use of area for other species ",7.4,7.4,0.244948974278318,0.244948974278318,0.547722557505166,0.547722557505166,2.5,2,7.40165618250224,7.40165618250224,"reassess use of area for other
species",6.92234950015728,7.87765049984272,6.92234950015728,7.87765049984272,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","reduce other stressors to provide scope for CC stress; improve health management ",6.4,7.6,0.509901951359279,0.4,1.14017542509914,0.894427190999916,3.16666666666667,2,17.815241017174,11.7687788289463,"reduce other stressors to
provide scope for CC stress;
improve health management",5.40569119484941,7.39430880515059,6.82,8.38,3.16666666666667,0.315789473684211,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","reduce other stressors to provide scope for CC stress; improve husbandry ",6.8,7.6,0.374165738677394,0.4,0.836660026534076,0.894427190999916,3.33333333333333,2,12.3038239196188,11.7687788289463,"reduce other stressors to
provide scope for CC stress;
improve husbandry",6.07037680957908,7.52962319042092,6.82,8.38,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","reduce other stressors to provide scope for CC stress; improve nutrition ",7.2,7.4,0.374165738677394,0.4,0.836660026534076,0.894427190999916,3.33333333333333,2,11.6202781463066,12.0868539324313,"reduce other stressors to
provide scope for CC stress;
improve nutrition",6.47037680957908,7.92962319042092,6.62,8.18,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","Regular assessment of ecosystem approach to aquaculture management ",7.2,6.6,0.58309518948453,0.509901951359279,1.30384048104053,1.14017542509914,2.83333333333333,2,18.1088955700074,17.2753852287748,"Regular assessment of
ecosystem approach to
aquaculture management",6.06296438050517,8.33703561949483,5.60569119484941,7.59430880515059,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","spatial planning for change in species range ",7,7.2,1,0.374165738677394,2.23606797749979,0.836660026534076,2.66666666666667,2,31.943828249997,11.6202781463066,"spatial planning for change in
species range",5.05,8.95,6.47037680957908,7.92962319042092,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","sterile cultured spp to avoid range expansion of feral pops ",7.4,7.6,0.6,0.748331477354788,1.34164078649987,1.67332005306815,3,1.9,18.1302808986469,22.0173691193178,"sterile cultured spp to avoid
range expansion of feral pops",6.23,8.57,6.14075361915816,9.05924638084184,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in range of culture species","Dealing with changes in range of culture species","target species development with adaptation in mind ",6.2,7.4,0.734846922834953,0.4,1.6431676725155,0.894427190999916,3.33333333333333,1.8,26.5027043954113,12.0868539324313,"target species development
with adaptation in mind",4.76704850047184,7.63295149952816,6.62,8.18,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","Advanced biosecurity ",7,7.8,0.547722557505166,0.374165738677394,1.22474487139159,0.836660026534076,3,1.8,17.4963553055941,10.7264105965907,"Advanced biosecurity",5.93194101286493,8.06805898713507,7.07037680957908,8.52962319042092,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","Breed disease resistant species ",7.8,8.2,0.2,0.374165738677394,0.447213595499958,0.836660026534076,2.83333333333333,2,5.73350763461485,10.2031710552936,"Breed disease resistant
species",7.41,8.19,7.47037680957908,8.92962319042092,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","certification label from known entity, to ensure consumer confidence ",7.4,6.2,0.4,0.374165738677394,0.894427190999916,0.836660026534076,2.5,1.9,12.0868539324313,13.4945165570012,"certification label from known
entity, to ensure consumer
confidence",6.62,8.18,5.47037680957908,6.92962319042092,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","develop a market for the grazers/preditors and harvest ",4.6,4,0.979795897113271,0.774596669241483,2.19089023002066,1.73205080756888,2.75,2,47.6280484787101,43.3012701892219,"develop a market for the
grazers/preditors and harvest",2.68939800062912,6.51060199937088,2.48953649497911,5.51046350502089,2.75,0.363636363636364,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","develop monitoring protocols to catch early signs of disease ",7.6,7.6,0.509901951359279,0.4,1.14017542509914,0.894427190999916,2.83333333333333,2,15.0023082249887,11.7687788289463,"develop monitoring protocols
to catch early signs of
disease",6.60569119484941,8.59430880515059,6.82,8.38,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","develop the field of  ""ocean epidemiology"" to understand which pathogens will be significant and which will fade away ",7.2,7.8,0.374165738677394,0.374165738677394,0.836660026534076,0.836660026534076,2.83333333333333,2,11.6202781463066,10.7264105965907,"develop the field of ""ocean
epidemiology"" to understand
which pathogens will be
significant and which will
fade away",6.47037680957908,7.92962319042092,7.07037680957908,8.52962319042092,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","deveolp new treatments ",8,7.6,0.316227766016838,0.4,0.707106781186548,0.894427190999916,2.41666666666667,2,8.83883476483184,11.7687788289463,"deveolp new treatments",7.38335585626717,8.61664414373283,6.82,8.38,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","drug approval studies/better therapeutics & public education ",7,7.6,0.447213595499958,0.509901951359279,1,1.14017542509914,2.83333333333333,2,14.2857142857143,15.0023082249887,"drug approval studies/
better therapeutics & public
education",6.12793348877508,7.87206651122492,6.60569119484941,8.59430880515059,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","ensure seed from hatchery is pathogen free ",7.6,7.2,0.509901951359279,0.374165738677394,1.14017542509914,0.836660026534076,2.66666666666667,1.8,15.0023082249887,11.6202781463066,"ensure seed from hatchery is
pathogen free",6.60569119484941,8.59430880515059,6.47037680957908,7.92962319042092,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","environmentally sound anti-foulants ",5.8,5,0.734846922834953,0.547722557505166,1.6431676725155,1.22474487139159,2.41666666666667,2.1,28.3304771123362,24.4948974278318,"environmentally sound anti-
foulants",4.36704850047184,7.23295149952816,3.93194101286493,6.06805898713507,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","faster growth so they can be harvested before they die ",6.2,6,0.58309518948453,1.04880884817015,1.30384048104053,2.34520787991171,2.83333333333333,2,21.0296851780731,39.0867979985286,"faster growth so they can be
harvested before they die",5.06296438050517,7.33703561949483,3.9548227460682,8.0451772539318,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","identify and encourage adjacent wild species which benefit aquaculture ",5.6,4.8,0.678232998312527,0.66332495807108,1.51657508881031,1.48323969741913,2.75,2,27.0816980144698,30.9008270295653,"identify and encourage
adjacent wild species which
benefit aquaculture",4.27744565329057,6.92255434670943,3.50651633176139,6.09348366823861,2.75,0.363636363636364,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","improved husbandry methods ",7.6,7.8,0.244948974278318,0.374165738677394,0.547722557505166,0.836660026534076,3.33333333333333,2,7.20687575664692,10.7264105965907,"improved husbandry methods",7.12234950015728,8.07765049984272,7.07037680957908,8.52962319042092,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","increase number of aquatic Vets ",5.6,5.6,0.92736184954957,1.0770329614269,2.07364413533277,2.40831891575846,2.5,2,37.0293595595138,43.0056949242582,"increase number of aquatic
Vets",3.79164439337834,7.40835560662166,3.49978572521754,7.70021427478246,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","increase research on pathogens of aquatic organisms (animal and plant) ",7.4,7,0.4,0.547722557505166,0.894427190999916,1.22474487139159,2.83333333333333,2,12.0868539324313,17.4963553055941,"increase research on pathogens
of aquatic organisms (animal
and plant)",6.62,8.18,5.93194101286493,8.06805898713507,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","Insurance ",5.6,5,1.0295630140987,0.836660026534075,2.30217288664427,1.87082869338697,2.41666666666667,1.9,41.1102301186476,37.4165738677394,"Insurance",3.59235212250753,7.60764787749246,3.36851294825855,6.63148705174145,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","move to land based farms ",5.2,4.8,0.969535971483266,1.01980390271856,2.16794833886788,2.28035085019828,3.33333333333333,2.2,41.6913142089977,47.5073093791308,"move to land based farms",3.30940485560763,7.09059514439237,2.81138238969881,6.78861761030119,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","reduce other stressors to provide scope for CC stress; improve husbandry ",7.4,7.6,0.4,0.244948974278318,0.894427190999916,0.547722557505166,3.33333333333333,2,12.0868539324313,7.20687575664692,"reduce other stressors to
provide scope for CC stress;
improve husbandry",6.62,8.18,7.12234950015728,8.07765049984272,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","reduce other stressors to provide scope for CC stress; improve nutrition ",7.4,7.6,0.4,0.244948974278318,0.894427190999916,0.547722557505166,2.83333333333333,2,12.0868539324313,7.20687575664692,"reduce other stressors to
provide scope for CC stress;
improve nutrition",6.62,8.18,7.12234950015728,8.07765049984272,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","removal of non-native species ",3.8,4.2,1.15758369027902,1.01980390271856,2.58843582110896,2.28035085019828,3.5,2.2,68.1167321344462,54.2940678618637,"removal of non-native species",1.54271180395591,6.05728819604409,2.21138238969881,6.18861761030119,3.5,0.285714285714286,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","Select resistant species ",7,8,0.316227766016838,0.447213595499958,0.707106781186548,1,2.66666666666667,1.9,10.1015254455221,12.5,"Select resistant species",6.38335585626717,7.61664414373283,7.12793348877508,8.87206651122492,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","threat forecasting for when diseases might be impactful ",7.2,7.6,0.2,0.244948974278318,0.447213595499958,0.547722557505166,2.5,2,6.21129993749942,7.20687575664692,"threat forecasting for when
diseases might be impactful",6.81,7.59,7.12234950015728,8.07765049984272,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes predators, pathogens, parasites and diseases","Dealing with changes predators, pathogens, parasites and diseases","use of probiotics ",7.4,6.8,0.4,0.8,0.894427190999916,1.78885438199983,2.58333333333333,2,12.0868539324313,26.3066820882328,"use of probiotics",6.62,8.18,5.24,8.36,2.58333333333333,0.387096774193548,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Distribution of wild broodstock and naturalspawn timing","Distribution of wild broodstock and naturalspawn timing","develop hatcheries to smooth out production over year ",7.6,8,0.509901951359279,0.894427190999916,1.14017542509914,2,3.66666666666667,1.9,15.0023082249887,25,"develop hatcheries to smooth
out production over year",6.60569119484941,8.59430880515059,6.25586697755016,9.74413302244984,3.66666666666667,0.272727272727273,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Distribution of wild broodstock and naturalspawn timing","Distribution of wild broodstock and naturalspawn timing","focus on a few species that can have enough critical mass to support the science ",7,7.6,0.547722557505166,0.6,1.22474487139159,1.34164078649987,3.5,1.6,17.4963553055941,17.6531682434194,"focus on a few species that
can have enough critical mass
to support the science",5.93194101286493,8.06805898713507,6.43,8.77,3.5,0.285714285714286,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Distribution of wild broodstock and naturalspawn timing","Distribution of wild broodstock and naturalspawn timing","genetic breeding programs to change spawn timing ",5.2,7,0.969535971483266,0,2.16794833886788,0,3,2.2,41.6913142089977,0,"genetic breeding programs to
change spawn timing",3.30940485560763,7.09059514439237,7,7,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Distribution of wild broodstock and naturalspawn timing","Distribution of wild broodstock and naturalspawn timing","monitor phenology ",6.4,4.8,0.244948974278318,0.58309518948453,0.547722557505166,1.30384048104053,2.66666666666667,1.7,8.55816496101822,27.163343355011,"monitor phenology",5.92234950015728,6.87765049984272,3.66296438050517,5.93703561949483,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Distribution of wild broodstock and naturalspawn timing","Distribution of wild broodstock and naturalspawn timing","monitoring research on changing distribution and timing ",6.6,5.6,0.244948974278318,0.509901951359279,0.547722557505166,1.14017542509914,2.66666666666667,1.8,8.29882662886615,20.3602754481989,"monitoring research on
changing distribution and
timing",6.12234950015728,7.07765049984272,4.60569119484941,6.59430880515059,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Distribution of wild broodstock and naturalspawn timing","Distribution of wild broodstock and naturalspawn timing","sterilization of cultured organisms ",7.2,7.2,0.374165738677394,0.8,0.836660026534076,1.78885438199983,2.66666666666667,2,11.6202781463066,24.8451997499977,"sterilization of cultured
organisms",6.47037680957908,7.92962319042092,5.64,8.76,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Distribution of wild broodstock and naturalspawn timing","Distribution of wild broodstock and naturalspawn timing","use genetic risk models to choose low risk species ",7.2,5.8,0.374165738677394,0.66332495807108,0.836660026534076,1.48323969741913,3.5,1.6,11.6202781463066,25.5730982313644,"use genetic risk models to
choose low risk species",6.47037680957908,7.92962319042092,4.50651633176139,7.09348366823861,3.5,0.285714285714286,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","better dialogue between farmers and processors to mitigate impacts from closures e.g. not requireing harvesting on specific dates ",7.6,6.8,0.244948974278318,0.8,0.547722557505166,1.78885438199983,2.875,1.8,7.20687575664692,26.3066820882328,"better dialogue between
farmers and processors to
mitigate impacts from closures
e.g. not requireing harvesting
on specific dates",7.12234950015728,8.07765049984272,5.24,8.36,2.875,0.347826086956522,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","better management actions/thresholds ",7,6.2,0.316227766016838,0.58309518948453,0.707106781186548,1.30384048104053,2.75,2,10.1015254455221,21.0296851780731,"better management actions/
thresholds",6.38335585626717,7.61664414373283,5.06296438050517,7.33703561949483,2.75,0.363636363636364,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","develop  added value products ",8,7.6,0,0.678232998312527,0,1.51657508881031,2.875,1.9,0,19.954935379083,"develop added value products",8,8,6.27744565329057,8.92255434670943,2.875,0.347826086956522,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","develop low cost depuration systems ",6.6,7.6,0.4,0.748331477354788,0.894427190999916,1.67332005306815,2.66666666666667,2.1,13.5519271363624,22.0173691193178,"develop low cost depuration
systems",5.82,7.38,6.14075361915816,9.05924638084184,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","develop post harvest storage so harvest can be timed to safe/high quality periods ",7.4,8,0.4,0.316227766016838,0.894427190999916,0.707106781186548,2.83333333333333,2.1,12.0868539324313,8.83883476483184,"develop post harvest storage
so harvest can be timed to
safe/high quality periods",6.62,8.18,7.38335585626717,8.61664414373283,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","improved forecasting to improve management ",7.8,7.6,0.2,0.509901951359279,0.447213595499958,1.14017542509914,2.875,2,5.73350763461485,15.0023082249887,"improved forecasting to
improve management",7.41,8.19,6.60569119484941,8.59430880515059,2.875,0.347826086956522,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","Move farms away from the source of the hazard ",6,7.6,0.547722557505166,0.6,1.22474487139159,1.34164078649987,2.41666666666667,2.1,20.4124145231931,17.6531682434194,"Move farms away from the
source of the hazard",4.93194101286493,7.06805898713507,6.43,8.77,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","need to develop monitoring programs to protect human health ",8,8.2,0.316227766016838,0.58309518948453,0.707106781186548,1.30384048104053,3,1.6,8.83883476483184,15.900493671226,"need to develop monitoring
programs to protect human
health",7.38335585626717,8.61664414373283,7.06296438050517,9.33703561949483,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","public outreach/education ",7,6.6,0.316227766016838,1.16619037896906,0.707106781186548,2.60768096208106,2.875,1.7,10.1015254455221,39.5103176072888,"public outreach/education",6.38335585626717,7.61664414373283,4.32592876101033,8.87407123898967,2.875,0.347826086956522,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Seafood Safety and Quality","Seafood Safety and Quality","stock checks prior to harvest ",8.2,6.6,0.2,0.871779788708135,0.447213595499958,1.94935886896179,2.75,1.8,5.45382433536534,29.535740438815,"stock checks prior to harvest",7.81,8.59,4.90002941201914,8.29997058798086,2.75,0.363636363636364,"Aquaculture Adaptation","Aquaculture"
